feature,pos,neg,neutral
macro shots,0,1,3
auto,1,1,1
software,0,1,1
iso,0,0,4
movie,1,0,1
screen,2,0,10
focus,1,2,6
lcd screen,0,0,1
photos,12,2,10
resolution,0,0,1
video clips,0,0,2
battery life,0,0,2
mode,1,0,2
features,1,0,0
price,3,0,4
function,0,1,1
options,1,1,1
focal length,1,0,1
shutter priority,1,0,0
case,0,0,6
user manual,1,0,1
settings,3,0,5
image,0,1,0
higher resolution,0,0,1
professional photographer,0,0,1
image sensor,0,1,0
image quality,2,1,1
size,3,1,2
exposure,0,0,1
hd movie,0,0,1
light,3,1,5
sensor,0,1,5
touch screen,0,0,2
wrist strap,0,0,1
shots,3,4,6
video mode,0,0,1
manual mode,1,0,1
card,0,0,3
flash,4,2,12
light photos,1,0,0
color,1,0,6
video,7,3,16
battery,0,1,3
lens,1,1,6
lcd,1,0,0
pictures,5,3,10
button,3,0,2
outdoor shots,0,1,0
program mode,0,0,1
noise,1,0,3
burst mode,1,0,0
battery door,0,0,1
memory card,0,1,3
iso settings,0,0,2
wide angle,0,0,3
hd video,3,0,1
video recording,0,1,0
shutter,0,1,0
indoor photos,0,0,1
zoom,2,4,8
price range,0,0,1
image stabilization,1,0,1
menu,1,0,3
user interface,1,0,0
amateur photographer,0,0,1
angle lens,0,0,3
lens error,0,0,1
white balance,1,1,1
money,1,0,3
focus point,0,0,1
dslr,0,0,3
manual control,0,0,1
auto mode,0,0,6
optical zoom,2,0,2
