feature,pos,neg,neutral
manual focus,2,1,5
shutter speed,3,0,6
movie,5,1,5
software,3,1,7
view finder,0,0,3
lcd display,0,0,1
focus,11,12,28
lcd screen,0,1,7
resolution,1,1,5
quality pictures,2,1,3
price,16,5,19
options,8,0,9
noise reduction,0,0,1
focal length,1,0,5
neck strap,0,0,2
pics,9,3,10
case,1,0,7
shutter button,2,0,3
lenses,7,2,21
zoom lens,9,1,7
professional photographer,0,0,1
af,0,1,4
image sensor,0,0,2
lens hood,0,0,3
auto settings,1,0,1
priority mode,0,0,1
size,7,2,16
hd movie,1,0,0
quality photos,0,1,1
exposure,1,0,6
light,10,8,27
shutter lag,1,0,4
shots,34,7,39
card,1,0,5
sensor size,0,0,1
video mode,1,0,2
flash,10,4,35
auto focus,2,1,3
battery charger,1,0,1
battery,3,4,16
pictures,64,16,85
swivel screen,1,0,2
noise,1,2,18
macro mode,1,0,2
automatic mode,1,0,0
burst mode,0,1,1
lens cap,1,1,8
video recording,1,0,1
wide angle,4,0,13
shutter,3,0,9
video quality,6,1,0
image stabilization,13,2,10
night shots,2,0,2
price range,1,1,2
menu,1,1,6
angle lens,2,0,1
dslr,7,8,38
light weight,2,0,1
sd card,0,0,4
manual control,1,0,0
articulating screen,0,0,2
macro shots,1,0,3
auto,3,2,13
iso,6,4,21
action shots,0,0,4
screen,3,1,16
body,2,2,4
photos,34,7,36
battery pack,0,1,1
mode,7,3,28
battery life,9,0,3
features,28,3,28
view,2,0,3
shutter release,0,0,2
spare battery,0,0,2
function,4,0,12
light conditions,6,1,4
manual settings,3,0,2
focus mode,1,0,1
shutter priority,0,0,1
menu system,0,1,0
image,9,8,21
settings,7,8,23
higher resolution,0,0,1
view screen,1,0,0
video capability,0,0,1
image quality,5,11,10
rechargeable battery,0,0,2
sdhc card,1,0,1
sensor,2,1,15
manual mode,1,0,5
color,14,2,19
external flash,3,0,5
video,18,5,37
lens,15,8,63
lcd,6,1,14
button,5,2,35
af point,0,0,1
zoom range,3,1,6
program mode,0,1,0
viewfinder,2,2,9
memory card,0,0,9
iso settings,0,0,1
exposure compensation,0,0,1
card slot,0,0,1
hd video,5,1,4
light settings,0,1,0
indoor photos,0,0,1
zoom,81,16,146
movie mode,0,0,2
autofocus,1,0,2
battery compartment,0,0,1
lens error,0,0,2
amateur photographer,0,0,2
white balance,0,0,3
money,11,3,12
entry level,0,1,2
telephoto lens,1,0,1
auto mode,5,7,11
optical zoom,10,2,12
