feature,pos,neg,neutral
light situations,0,0,1
manual focus,2,0,8
shutter speed,1,1,7
software,1,1,6
movie,0,0,2
indoor pictures,1,0,0
view finder,1,0,1
lcd display,0,1,0
focus,7,9,45
lcd screen,1,0,4
focus ring,1,0,2
resolution,5,0,13
card reader,0,0,1
price,5,0,4
options,6,0,9
noise reduction,0,0,3
focal length,1,1,4
neck strap,0,0,1
pics,8,1,4
case,2,0,6
shutter button,0,1,5
lenses,2,2,13
zoom lens,4,0,6
aa battery,0,0,2
professional photographer,0,0,1
af,0,2,7
lens hood,0,0,1
priority mode,0,0,3
quality photos,1,1,3
exposure,4,1,8
size,3,0,9
hd movie,0,0,1
light,13,3,22
shutter lag,0,0,1
shots,18,5,55
light capability,1,0,0
card,1,1,7
flash,4,2,17
auto focus,2,1,7
battery,0,2,12
pictures,21,10,39
firmware update,1,2,8
noise,2,4,13
electronic viewfinder,1,1,1
macro mode,1,0,0
burst mode,0,0,3
battery door,0,1,0
lens cap,0,0,2
optical viewfinder,0,1,0
panorama mode,2,0,0
wide angle,0,0,3
video recording,0,1,1
shutter,2,1,10
video quality,0,2,1
indoor shots,0,1,1
image stabilization,1,0,2
menu,5,0,20
usb cable,0,0,1
angle lens,1,0,1
lcd monitor,0,1,0
dslr,6,1,27
light weight,0,0,3
sd card,0,0,4
macro shots,1,0,0
auto,2,0,16
iso,4,2,18
action shots,1,0,0
screen,4,2,7
body,0,1,3
photos,15,3,28
mode,6,1,21
battery life,2,1,6
features,8,1,28
view,0,1,4
shutter release,0,1,1
function,3,0,3
light conditions,0,1,1
manual settings,0,0,2
focus mode,1,0,6
menu system,2,0,1
build quality,1,1,5
settings,4,1,37
image,4,4,11
image quality,10,4,13
sdhc card,0,1,2
sensor,3,4,24
quick shots,0,0,1
color,7,1,13
video,17,7,55
lens,5,6,23
lcd,5,2,11
button,1,0,4
outdoor shots,0,0,2
frame rate,1,0,0
zoom range,2,0,2
program mode,0,0,1
control ring,1,0,0
viewfinder,2,4,1
memory card,0,0,2
iso settings,0,1,1
aspect ratio,0,0,2
hd video,2,0,8
indoor photos,0,1,0
zoom,20,10,63
movie mode,0,0,2
autofocus,0,5,2
battery compartment,0,1,1
amateur photographer,1,0,2
white balance,1,0,6
money,2,0,1
entry level,3,0,3
auto mode,1,1,4
light pictures,0,0,1
optical zoom,0,0,2
